new,,,,
RT @abpnewstv: Nepal quake:  @yogrishiramdev 's health camp turns into relief camp  http://t.co/FZV8rne9WX,1,,,
RT @brianefallon: I have a theory... MT @DonovanSlack: How is it that Fox News' top headline is Clinton book and not 1k-plus dead in Nepal …,1,,,
AAPIS WILL try to find Politics in Nepal rescue operation m sure,1,,,
Major quake ravages Nepal  ,1,,,
Another strong tremor hits Nepal even as quake toll climbs – The Hindu http://t.co/RWE5hCfmBv,1,,,
RT @XTINA_LEA: Pray. #prayfornepal http://t.co/JU8PZa7bM8,1,,,
RT @thescript: To all our fans in Nepal and to their families and friends across the world. Our love and thoughts are with you.  http://t.c…,1,,,
"Death Toll From Nepal Quake Passes 2,200 as Aftershocks Terrorize Capital: On Mount Everest, helicopter rescue operations began Sunda...",1,,,
Nepal earthquake: Bustling Bhaktapur turns into ghost town http://t.co/eapq4F1chQ,1,,,
RT @onedirection: To help those affected by the devastating earthquake in Nepal text: DONATE5 to 70008 and give £5. Thank you #NepalEarthqu…,1,,,
RT @onedirection: To help those affected by the devastating earthquake in Nepal text: DONATE5 to 70008 and give £5. Thank you #NepalEarthqu…,1,,,
"Behave ""@LouieBankz: C'mon Everton.......do it for Nepal""",1,,,
"RT @KiranKS: If you don't know why #SoulVultures is trending in India after #NepalEarthquake, it's because of these sick guts. http://t.co/…",1,,,
RT @KristinaFunkova: Pls help to find my sis and her husbad @caitrionambalfe @SamHeughan  #NepalEarthquake #langtang http://t.co/8iA8nttU6w,1,,,
"RT @unicefusa: #NepalEarthquake: UNICEF is on the ground keeping children safe. Help now - text ""Nepal"" to 864233 to donate $10 http://t.co…",1,,,
RT @ClimberJim: 24 hrs after the Nepal quake and so much tragedy. So sad. Here at Camp 1 we are fairly safe but stuck. Rescues contin http:…,1,,,
@humbledandelion we located Nicolàs and Magali. They are safe. Thank you for the RT. #Nepal,1,,,
DTN Italy: Nepal disaster: Welsh men 'missing': At least three people from Wales are reported to be missing fo... http://t.co/JLcVxoa22n,1,,,
'I hope our guides are safe in Nepal ! ὢD,1,,,
RT @thescript: To all our fans in Nepal and to their families and friends across the world. Our love and thoughts are with you.  http://t.c…,1,,,
"RT @gauravcsawant: 38,000 Nepal youth in Indian Army Gorka Rifles. Over 1.25 lakh veterans. The family will come together in this hour of c…",1,,,
RT @UN: One way to help: @WFP appeals for funds to help survivors of the #NepalQuake. To donate: http://t.co/Lr56mwklKh http://t.co/h2Lm4gO…,1,,,
“To the people in Nepal and the region affected by this tragedy we send our heartfelt sympathies. The United … http://t.co/gNxW79W58J,1,,,
"RT @StateDept: If you know about U.S. citizens who may need assistance in #Nepal, contact NepalEmergencyUSC@state.gov or 1-888-407-4747. #N…",1,,,
Iamin exclusive: 12 mountaineers from West Bengal stranded on Everest post Nepal earthquake http://t.co/fMxXxEPEzj,1,,,
RT @SkyNews: 6.7 magnitude aftershock hits Nepal as rescue teams try to reach people trapped by earthquake http://t.co/eVhjIwH9AY http://t.…,1,,,
RT @Suriyaofflfans: Google has created person finder page for #NepalQuake  http://t.co/twEmt8hqZF Retweet please or share @Suriya_offl http…,1,,,
Fresh Tremors Hamper #Nepal’s Search for Earthquake Survivors - #Bloomberg Business http://t.co/amvG8Pf0M5 #eyebalz #buzz @business,1,,,
RT @RT_com: #Nepal key landmarks before &amp,1,,,
"RT @WSJ: Death toll from Nepal earthquake surpasses 2,200 http://t.co/P4kyoEa5Wy http://t.co/PQyWVkjDUt",1,,,
RT @desclark2707: 5 yrs after Haiti hope @ACAPSproject http://t.co/sqVf0pfNq4 Lessons-Learned doc out 2moro will help in responding to trag…,1,,,
RT @FrankieJGrande: sending love &amp,1,,,
Pray for #Nepal,1,,,
RT @DDNewsLive: Fresh #tremors in #Nepal again measuring 6.2 | #earthquake http://t.co/myQcbCIU4H,1,,,
RT @MaherZain: Our prayers to all affected by the #Nepalearthquake. Emergency campaign has been set up by @IRWorldwide! #Nepal #PrayforNepal,1,,,
"RT @AlwaysActions: Aerial video shows #Nepal city of #Bhaktapur, large areas in ruins after quake http://t.co/N9ABO2rfSc @Alex_Ogle http://…",1,,,
"RT @rConflictNews: For those that missed it earlier, these are the 24/7 emergency helpline numbers in #Nepal. #NepalEarthquake http://t.co/…",1,,,
RT @Marianeelim: Heartbreaking Ὁ4ὢD #PrayforNepal http://t.co/EhNcZDzBPL,1,,,
"RT @Oxfam: #NepalEarthquake now +2,000 deaths, aftershocks are “continuous” &amp; “getting stronger"" http://t.co/oiLVRZVrUy AP Photo http://t.c…",1,,,
"RT @CrypticNabin: Thank you india, #IndiaWithNepal thanking you Indian government and People for their support. #NepalThanksIndia",1,,,
"Lord, please have mercy on the people of Nepal... https://t.co/Nrz5mTYWuM",1,,,
All we can do now is to pray for them ὡ4 #PrayforNepal ὤF,1,,,
RT @mcgregor_ewan: @Unicef_UK are helping to support children in danger in #Nepal affected by #earthquake &amp,1,,,
RT @RSSorg: Media is reporting inflated figures of RSS Swayamsevaks reaching Nepal for rescue work.,1,,,
RT @Gizmodo: Two ways you can join Nepal's earthquake relief effort from a computer: http://t.co/B9T5d6vidV http://t.co/3tgPt3O5IV,1,,,
RT @RW_HITMAN: So Filthy Christian #SoulVultures of bastard son of God are treating #NepalEarthquake like a conversion opportunity ? http:/…,1,,,
RT @timesofindia: Nepal landmarks: Before and after the earthquake http://t.co/v0pa7ZyYBg (PHOTOS) http://t.co/uNZzS0cjFm,1,,,
"RT @DaniAlvesD2: Let's join OUR HANDS TOGETHER and support the HUMANITY,  #Nepal.. http://t.co/9zJ5ULIAAk""",1,,,
Om Shanti....... Pray for Nepal......,1,,,
India’s Under-14 girls football team stranded at Kathmandu: Fresh tremors shortly after Sunday noon delayed th... http://t.co/ksT40HX9xs,1,,,
Nepal earthquake: 82 stranded from Karnataka reach Delhi: The State govt has set up a helpline to deal with th... http://t.co/G3avtmygcA,1,,,
"""@SidForever123: If Japan can rebuild itself after atomic bombings, so can Nepal after an earthquake. ὤF #EarthquakeAgain""",1,,,
"RT @ibnlive: Religious bodies of Sikh community to send 25,000 food packets every day to Kathmandu http://t.co/XSas6UgZHc",1,,,
RT @ElisabethGee_23: please #PrayForNepal http://t.co/pvbKqG2EPX,1,,,
"Nepal quake: Prime Minister Narendra Modi takes stock of situation, directs speeding up of efforts to save and evacuate people from Nepal.",1,,,
RT @iamzrj: Mata's next blog will have something about Nepal.,1,,,
India will try to wipe Nepal’s tears: Modi: Prime Minister says a number of rescue teams along with sniffer do... http://t.co/gn2jrUW9wB,1,,,
"My Sis in law is stuck in Kathmandu with two infants, they need to be bk to India.Can anyone help in getting more info on how to get back",1,,,
RT @ndtv: Nepal earthquake: under-14 girls' football team reaches Delhi http://t.co/XTsBIqR2SP,1,,,
RT @AUThackeray: All Shiv Sena MPs will give their 1 month's salary to @PMOIndia 's relief fund for #NepalQuakeRelief . #StandwithNepal,1,,,
RT @MitchWestphal: I wish we lived in a world where people worried more about the #NepalEarthquake and less about #BruceJenner's gender tra…,1,,,
Tmr morning praying for Nepal.Advantages of being in a Christian school,1,,,
RT @onedirection: To help those affected by the devastating earthquake in Nepal text: DONATE5 to 70008 and give £5. Thank you #NepalEarthqu…,1,,,
"RT @nytimes: A British climber recalls the avalanche on Mount Everest, triggered by the Nepal earthquake http://t.co/5CRPbMN5Xf http://t.co…",1,,,
RT @thescript: To all our fans in Nepal and to their families and friends across the world. Our love and thoughts are with you.  http://t.c…,1,,,
"RT @TheWorldPost: Powerful aftershock rocks Nepal as earthquake death toll tops 2,200 http://t.co/QnrrSXy8GC",1,,,
Be strong. Our prayer will always be with you guys. #NepalEarthquake #Nepal,1,,,
"RT @XHNews: BREAKING: 7.1-magnitude earthquake hits Nepal, at 3:09 p.m. Sunday (Beijing Time): China Earthquake Networks Center #NepalQuake",1,,,
RT @onedirection: To help those affected by the devastating earthquake in Nepal text: DONATE5 to 70008 and give £5. Thank you #NepalEarthqu…,1,,,
RT @VVSLaxman281: Really proud of the Indian Govt&amp,1,,,
"Britons caught up in Nepal disaster: A UK couple on their honeymoon, who are among Britons caught up in the Nepal quake, tell of seei...",1,,,
RT @PressTV: PressTV LIVE - #NepalEarthquake  There have also been casualties in neighboring India &amp,1,,,
We expect to have 13 military aircrafts going to Kathmandu today: Foreign Secretary #NepalEarthquake #IndiaWithNepal,1,,,
"RT @barcastuff: Tw Alves: ""Let's join OUR HANDS TOGETHER and support the HUMANITY,  #Nepal.."" [@danialvesd2] http://t.co/H3vrhCL7sP""",1,,,
RT @onedirection: To help those affected by the devastating earthquake in Nepal text: DONATE5 to 70008 and give £5. Thank you #NepalEarthqu…,1,,,
RT @honestpandrabox: More than 1500 killed by 7.8-magnitude quake in Nepal #News http://t.co/3kdut7RkGc,1,,,
"RT @ndtv: 13 military aircrafts expected to reach Kathmandu today, says Foreign Secretary S Jaishankar #NepalEarthquake http://t.co/dSIWDw6…",1,,,
RT @MensXP: .@NarendraModi Addressing People Through #MannKiBaat Is The Most Positive Thing You’ll Hear Today~http://t.co/rChexbA7ae #Nepal…,1,,,
"RT @BBCBreaking: Nepal urgently appeals for body bags, tents &amp; water as death toll tops 2,300 http://t.co/FEg9JApDaf (via @BBCSanjoyM) http…",1,,,
RT @PuriVirender: #Evacuation of stranded tourists 4m Nepal resumed after lapse of 4/5 hours following problem in ATC Only IAF air crafts c…,1,,,
RT @PIB_India: We expect to have 13 military aircraft going to Kathmandu today: Foreign Secretary #NepalEarthquake,1,,,
RT @maulinshah9: #MannKiBaat: Irrelevant Comment on media &amp,1,,,
RT @clemmow10: After visiting Nepal and seeing what a fascinating place it is. My heart goes to the thousands who lost their lives yesterda…,1,,,
Nepal disaster: Welsh men 'missing': At least three people from Wales are reported to be missing... http://t.co/UxnQfoEJwi &lt,1,,,
@NorthmenPK here is the article that says they are hiking down http://t.co/wfaj7C7RG2,1,,,
"The M7.8 Earthquake In Nepal Is Going To Be Really, Really Nasty http://t.co/56rmsikFTd",1,,,
Pray for nepal,1,,,
RT @Pistachio: you need not feel helpless about the devastation in Nepal - here are 7 organizations on the ground you can support: http://t…,1,,,
RT @harbhajan_singh: A special thank you to the Indian government and IAF for the immediate help and rescue work in Nepal.. Humanity is res…,1,,,
People from Karnataka stranded in Nepal returning in batches http://t.co/hFhLxztK3q,1,,,
"RT @pratulsharma8: 13 aircrafts being sent to Nepal for rescue indians stranded, and carry relief goods @NewIndianXpress @PrabhuChawla #Nep…",1,,,
"RT @nytimes: ""My heart aches for Nepal and what has been lost. But I am buoyed by the generous spirit of its people"" http://t.co/5QXMybudn1",1,,,
"RT @StKonrath: Nepal earthquake: Google's finding tool, Facebook mark yourself safe http://t.co/lvwvzkxGZS http://t.co/JGngZJ9pHx",1,,,
"@SunnyLeone #the expensive news -earthquake fear trapped in Nepal  Helpline no. # the Hindu +91 1123012113, 1123014104 +91 1123017905",1,,,
RT @ilvolo: Stay Strong #Nepal ! http://t.co/QiEyKXrwES,1,,,
RT @CormacTW: My thoughts and prayers are with the people of Nepal. http://t.co/keYpE4pm2p,1,,,
"RT @nytimes: A British climber recalls the avalanche on Mount Everest, triggered by the Nepal earthquake http://t.co/5CRPbMN5Xf http://t.co…",1,,,
RT @thescript: To all our fans in Nepal and to their families and friends across the world. Our love and thoughts are with you.  http://t.c…,1,,,
Nepal disaster: Welsh men 'missing': At least three people from Wales are reported to be missing following the... http://t.co/RT0GvOnrR6,1,,,
RT @ilvolo: Stay Strong #Nepal ! http://t.co/QiEyKXrwES,1,,,
RT @RepComstock: Thoughts and prayers to the people of Nepal. Important information from @StateDept can be found here: http://t.co/QIvKkUPo…,1,,,
CHPSRE: RT UN: BigBadEd You're welcome to read through our feed for additional #NepalQuake updates. … http://t.co/1i9bZf2BbY,1,,,
RT @MEAIndia: Foreign Secretary speaks at combined  briefing on relief efforts for #NepalEarthquake http://t.co/4lYSBS935H,1,,,
"RT @nytimes: ""My heart aches for Nepal and what has been lost. But I am buoyed by the generous spirit of its people"" http://t.co/5QXMybudn1",1,,,
"RT @davidshukmanbbc: As if the quake itself wasn't bad enough, @NASA now warns of a serious landslide risk too #NepalEarthquake  https://t.…",1,,,
RT @onedirection: To help those affected by the devastating earthquake in Nepal text: DONATE5 to 70008 and give £5. Thank you #NepalEarthqu…,1,,,
"RT @CatholicRelief: Update on our response to #NepalEarthquake: blankets, water, shelter are urgent needs. More: http://t.co/LEkNJq5tQN. ht…",1,,,
RT @Viber: In response to the earthquake in Nepal we have switched off Viber Out billing so Nepal users can call any destination for free,1,,,
RT @Suriyaofflfans: Google has created person finder page for #NepalQuake  http://t.co/twEmt8hqZF Retweet please or share @Suriya_offl http…,1,,,
RT @MichelSidibe: Condolences to the people &amp,1,,,
"RT @BBCBreaking: Death toll from #NepalEarthquake rises above 1,000, police say as world leaders vow to help http://t.co/ZetrMJxtrC http://…",1,,,
"RT @haaretzcom: Israel ramping up efforts in Nepal; Preparing 260-strong field hospital, rescue mission http://t.co/9o2Xw7rMyv http://t.co/…",1,,,
RT @HariNYT: Damage in Nepal is massive. It will take long to recover out of this tragedy.,1,,,
RT @Jamie_Woodward_: Massive #avalanche slams into #Everest base camp following #Nepal #earthquake @Team_BMC http://t.co/esVzhmd26h http://…,1,,,
donate now  http://t.co/Sr7BZRn5dO,1,,,
RT @onedirection: To help those affected by the devastating earthquake in Nepal text: DONATE5 to 70008 and give £5. Thank you #NepalEarthqu…,1,,,
RT @SowterTracy: @yobu_dai #NepalQuake BREAKIN over2000dead,1,,,
RT @ilvolo: Stay Strong #Nepal ! http://t.co/QiEyKXrwES,1,,,
RT @MartinSolder: Nepal earthquake epicentre 5 miles from Barpak 90% of the village destroyed. Total tragedy. Need to support somehow.,1,,,
"RT @EQTW: 6.7 - NEPAL: Date: Sun, 26 Apr 2015 07:09:08 UTCLat/Lon: 27.7945/85.9739Depth: 10 http://t.co/iPEFT8hUGT",1,,,
"RT @nytimes: A British climber recalls the avalanche on Mount Everest, triggered by the Nepal earthquake http://t.co/5CRPbMN5Xf http://t.co…",1,,,
"13 military aircrafts expected to reach Kathmandu today, says Foreign Secretary S Jaishankar #NepalEarthquake",1,,,
RT @143redangel: Praying for the people of NepalὤF very heartbreaking images on the news.. #prayfornepal https://t.co/chp3MK51PM,1,,,
"RT @hannah_purisima: Prayers for our brothers &amp; sisters in Nepal. The Script will eventually come to your country, but now, pls be safe! ht…",1,,,
May God Bless Nepal.ὠCὡ4 #PrayForNepal,1,,,
RT @iamsrk: “@googleindia: We’ve just launched a Person Finder instance to help track missing persons for the #Nepal earthquake—&gt,1,,,
RT @RT_com: #NepalEarthquake death toll reaches 2200 - Follow LIVE UPDATES: http://t.co/3ExhCMkg19 http://t.co/GNf7MfSgEg,1,,,
My little help for Nepal... A photo for you. Read below https://t.co/n7FTHisaIH,1,,,
(BBC) Scene of devastation: A County Antrim man trekking in Nepal describes the devastation that he witnessed ... http://t.co/75NMhR6T0y,1,,,
Thank god https://t.co/TvKYam5zNW,1,,,
RT @onedirection: To help those affected by the devastating earthquake in Nepal text: DONATE5 to 70008 and give £5. Thank you #NepalEarthqu…,1,,,
RT @GhimirePrashant: Life is not normal! #NepalEarthquake http://t.co/L0iudvubxY,1,,,
RT @CookTheGreat: Sad stuff  RT @HarloHaven: JESUS. 2100+ people are dead in Nepal from the earthquake. That’s unprecedented.,1,,,
RT @Chariima: If you are looking for someone or have info on someone in #Nepal #Earthquake  http://t.co/SMzeiEn8SJ,1,,,
Scene of devastation: A County Antrim man trekking in Nepal describes the devastation that he witnessed after ... http://t.co/LfWgXFfNUD,1,,,
"Nepal hospitals overflowing, rural towns cut off: aid groups http://t.co/DnjJLWUmNC #ZippedNews http://t.co/rGvvNkrgk7",1,,,
"Pope at Regina Coeli prays for Nepal earthquake victims: (Vatican Radio) On Sunday, Pope Francis remembered th... http://t.co/Sc9aIdtllU",1,,,
"So sad. prayers for all. ""@6News:More than 2,100 people are killed from earthquakes in Nepal: http://t.co/UgRFaa0mXW http://t.co/92wAZHOEFL""",1,,,
RT @Independent: Honeymoon couple's eye witness account of the moment the Nepal earthquake struck http://t.co/wEI9kl9X8C http://t.co/SNG6og…,1,,,
Thoughts and prayers for the people of #Nepal. #PrayforNepal,1,,,
"RT @Oxfam: Earthquake in #Nepal - Oxfam is there, please help us save lives http://t.co/vPvJP9Kxzo #NepalQuake http://t.co/quTocyp9qj",1,,,
Nepal disaster: Welsh men 'missing': At least three people from Wales are reported to be missing following the... http://t.co/Zt3c5cX75q,1,,,
"RT @ndtv: 6 rescue helicopters are operational in Kathmandu, says Foreign Secretary S Jaishankar #NepalEarthquake",1,,,
RT @sonusachdeva07: Powrful earthquake hit Nepal wid strong tremors felt across northern&amp,1,,,
RT @soniamehra3841: Earthquake in Nepal ..sooo sad news..Guru g  @Gurmeetramrahim helps the earthquake victims .#MSGHelpEarthquakeVictims h…,1,,,
RT @Gizmodo: Two ways you can join Nepal's earthquake relief effort from a computer: http://t.co/B9T5d6vidV http://t.co/3tgPt3O5IV,1,,,
"RT @BreakingNews: Officials say toll from Nepal earthquake now at more than 2,300 dead - @BBCSanjoyM http://t.co/u5T695Vg8G",1,,,
Two ways you can join Nepal's earthquake relief effort from a computer:: @Gizmodo: Two ways you can join Nepal... http://t.co/TnJgEuxAXd,1,,,
#PrayforNepal I wish to speedy rescue the people in Nepal.,1,,,
Scene of devastation: A County Antrim man trekking in Nepal describes the devastation that he witnessed after ... http://t.co/0AJEjUcD0X,1,,,
#news #world Nepal disaster: Welsh men 'missing': At least three people from Wales are reporte... http://t.co/vj6k3ivIsk #bbc #media #in,1,,,
Pray for Nepal. Stay Strong. #Nepal #NepalEarthquake http://t.co/dcPemfgZgI,1,,,
Photo: My little help for Nepal… A photo for you. Read below http://t.co/ATcDQG3SL8,1,,,
RT @piersmorgan: The Gurkhas have fought for Britain for 200 years. It's time we repaid the favour. Donate here:   http://t.co/ND8qxh43VK  …,1,,,
My heart goes out to those who have lost a loved one in #Nepal. So good to see the world coming together to help. Every effort counts.,1,,,
Our hopes and prayers go out to those in Nepal. Such tragic sights in the aftermath of the disaster!,1,,,
RT @onedirection: To help those affected by the devastating earthquake in Nepal text: DONATE5 to 70008 and give £5. Thank you #NepalEarthqu…,1,,,
Nepal Earthquake: Gujarat in Touch With Centre to Ensure Return of Gujaratis: The Gujarat… http://t.co/Oo3qNdmqFk,1,,,
RT @NorthmenPK: #Everest Roberto Schmidt covered rescue operation in base camp. #NepalQuake http://t.co/uPtnYNlStS,1,,,
Nepal Earthquake - Report from Region 3 - International Amateur Radio Union - Region 1 http://t.co/cpXTfXg9ED,1,,,
RT @IsraelMFA: PM Netanyahu informed his Nepalese counterpart that an advance team would leave tonight  http://t.co/SIbTTKleoY #Nepal,1,,,
RT @thescript: To all our fans in Nepal and to their families and friends across the world. Our love and thoughts are with you.  http://t.c…,1,,,
Indian Air Force Steps Up Rescue Sorties in Earthquake-Hit Nepal: After ferrying 546 Indian… http://t.co/CfuJ3yDtjz,1,,,
RT @WTOP: Virginia first responders now on way to Nepal earthquake site http://t.co/4n3EFza5Cj http://t.co/du4NWAtjPT,1,,,
Nepal Earthquake: Under-14 Girls' Football Team Reaches Delhi: The Under-14 girls' football… http://t.co/QEI9gHvzk4,1,,,
RT @Marianeelim: Heartbreaking Ὁ4ὢD #PrayforNepal http://t.co/EhNcZDzBPL,1,,,
Under-14 girls football team from India returns safely from earthquake-hit Nepal: reports. ... - http://t.co/6pDpGMp5wG #NewsInTweetsIndia,1,,,
RT @Journautism: Nepal Interior Ministry now confirms to @ABC News that the death toll exceeds 2100 - @hamishNews. #NepalEarthquake #NepalQ…,1,,,
"Heavy Rains Likely in Earthquake-Hit Nepal, Warns Met Department: Nepal, which is reeling… http://t.co/0z4LmQAJSp",1,,,
On the directions of PM Sharif two airplanes have reached Kathmandu. #PakStandsWithNepal http://t.co/MtT92RfZpj #PMLN #NS4Ever,1,,,
RT @LifeWithSelG: Throwback to early 2014 when Selena visited Nepal. Her short visit was a very big highlight of her life. http://t.co/hgyC…,1,,,
Please help to share about this information:  There are three Indonesian Climbers in Nepal at Langtang Area.… — https://t.co/5nQtlV2cHB,1,,,
RT @ITwingDSS: Volunteers who r willing to go 4 rescue operation in Nepal to save victims can register @ http://t.co/jHbVPYRZ3F  #MSGHelpEa…,1,,,
Powerful 6.7 magnitude aftershock rattles Nepal as aid arrives in region http://t.co/isVZ6WSpfk,1,,,
"RT @UNFPA: In natural disasters, many #women lose access to essential #reproductivehealth services and give birth in appalling conditions. …",1,,,
#NepalEarthquake  #earthquake  #EarthquakeAgain  Prove that  Capitalism:-True Communism:-Fail https://t.co/r0OZu7EMeB,1,,,
PLEASE SHARE WIDELY: Facebook Safety Check for Nepal Earthquake http://t.co/9oa9HNHwYm,1,,,
PLEASE SHARE WIDELY: Facebook Safety Check for Nepal Earthquake http://t.co/VdPUcP3grP,1,,,
PLEASE SHARE WIDELY: Facebook Safety Check for Nepal Earthquake http://t.co/q1Azemml0c,1,,,
"RT @Maruth1raj: @SanjivKapoor90 My Sister's family (2A, 1C) stuck in Nepal. Their local number +977-9810105842. Please help.",1,,,
RT @madaan10: Volunters wiling to go for rescue opration in Nepal to save earthqake vctms can register at http://t.co/m7AXXfScCf #MSGHelpEa…,1,,,
RT @ZeeNews: Nepal president spends night in tent http://t.co/BRiNUKcnM3,1,,,
"RT @robertpatrickT2: Thoughts and prayers with the people of Katmandu, Nepal.",1,,,
RT @nycjim: Powerful images of survivors and destruction from #NepalEarthquake. Hundreds are dead. http://t.co/qqLNQnuiB8 http://t.co/s1rIB…,1,,,
RT @onedirection: To help those affected by the devastating earthquake in Nepal text: DONATE5 to 70008 and give £5. Thank you #NepalEarthqu…,1,,,
"RT @narendramodi: Spoke to PM Sushil Koirala, who is in transit in Bangkok on his way to Kathmandu. Assured all support &amp; assistance during…",1,,,
RT @onedirection: To help those affected by the devastating earthquake in Nepal text: DONATE5 to 70008 and give £5. Thank you #NepalEarthqu…,1,,,
Powerful 6.7 magnitude aftershock rattles Nepal as aid arrives in region http://t.co/7NyRP3MBho,1,,,
Nepal disaster: Welsh men 'missing' http://t.co/nIRvS7sFci #TNLive,1,,,
RT @adgpi: 18 Medical Teams being deployed in Nepal including 6 teams which have already reached #OpMaitri #NepalEarthquake http://t.co/ama…,1,,,
PLEASE SHARE WIDELY: Facebook Safety Check for Nepal Earthquake http://t.co/ZpqoSlDIh3,1,,,
"RT @ShirinSadikot: Guys, follow @adgpi to know what the Indian armed forces are doing to help the earthquake struck regions in Nepal. It wi…",1,,,
RT @bauintdc: #BAUGlobal together with #UNICEF #nepalicinbau Please help victims of the Nepal earthquake: https://t.co/rZAUa2GoZz http://t.…,1,,,
RT @Gizmodo: Two ways you can join Nepal's earthquake relief effort from a computer: http://t.co/B9T5d6vidV http://t.co/3tgPt3O5IV,1,,,
RT @CARE: PLEASE RT #NepalQuake - Donate now to #Nepal #Earthquake relief: http://t.co/VgoKmNMGEF,1,,,
PLEASE SHARE WIDELY: Facebook Safety Check for Nepal Earthquake http://t.co/ZpqoSlVj8B,1,,,
"RT @pradiprsagar: 13 IAF 's aircraft left today to Kathmandu along with civilian aircraft, foreign Secretary Jaishankar @PrabhuChawla #Nepa…",1,,,
Ancient Collision Made Nepal Earthquake Inevitable http://t.co/ipLie1gkZ8,1,,,
"@BarackObama @billclinton @StateDept  There are SA'n nationals in Nepal, but #JacobZuma &amp; the #ANC r doing nothing 4them. @Julius_S_Malema",1,,,
RT @ndtv: 5 relief flights have already landed in Kathmandu: Foreign Secretary S Jaishankar http://t.co/fXT13a3GQ5 #NepalEarthquake,1,,,
RT @AzmiShabana: Have such beautiful memories of Nepal n its heartbreaking 2 c visuals of d devastation. Heritage sites a heap of rubble 23…,1,,,
RT @anupamtr: Sad! Appalling! Disgraceful!! #Missionaries trying to 'harvest souls' even in such tragic times of #NepalEarthquake http://t.…,1,,,
RT @cricket_U: Pakistan sending medical and rescue teams to Nepal. (via @RadioPakistan) http://t.co/R0poZIWEXP,1,,,
RT @TerrellVito: Thoughts and prayers going out to the people of Nepal ὤF ὡ4 http://t.co/Tj9DdPzBbt,1,,,
"More than 2,200 confirmed dead in Nepal earthquake: KATHMANDU, Nepal — A powerful aftershock shook Nepal on Su... http://t.co/9fUBYUKgjK",1,,,
RT @_ilf_: Guys @instagram we have a friend in Nepal we can't locate. Can you give us the location where her photo was uploaded https://t.c…,1,,,
Indian is doing a great job in Nepal. We must always help our neighboring countries facing serious crisis. Hope and pray that all well.,1,,,
Thoughts are with #thescriptfamily and friends in Nepal x,1,,,
"RT @NicoleDcosta1: Can anyone please try and help locate my friends in Nepal.Their names are Mazhar,Nihad,Azhar,Sunil,Thanweer &amp; Hadil. htt…",1,,,
RT @CARE: Help CARE's #earthquake relief teams working right now in #Nepal. DONATE: http://t.co/2RUBCuivcT http://t.co/7PIMpy2XUJ,1,,,
"RT @IndiaToday: #earthquake LIVE updates: Heavy rains likely in quake-hit #Nepal, warns Met dept http://t.co/qESSYrVNBX http://t.co/1nsU1wL…",1,,,
"#WN More than 2,200 confirmed dead in Nepal earthquake: KATHMANDU, Nepal — A powerful aftershoc... http://t.co/8C3H0EBQMP #WorldRSSFeeds",1,,,
"RT @nytimes: A British climber recalls the avalanche on Mount Everest, triggered by the Nepal earthquake http://t.co/5CRPbMN5Xf http://t.co…",1,,,
"RT @HuffPostIndia: Earthquake aftershocks hit Nepal and India again on Sunday, magnitude 6.7 http://t.co/PhmlfQ7JKn http://t.co/PoTzIqvQ95",1,,,
